gisco_id,lau_name,longitude,latitude
MT_MT01101,Valletta,14.514508335563749,35.896413007696
MT_MT01103,Birgu,14.523498774358519,35.885673486593994
MT_MT01104,L-Isla,14.516850181573112,35.88861761537159
MT_MT01105,Bormla,14.521274908083372,35.883781611215994
MT_MT01108,Ħaż-Żabbar,14.535374097183333,35.877393294394196
MT_MT01117,Il-Fgura,14.517669423916242,35.871624531652515
MT_MT01118,Il-Furjana,14.499295283008697,35.89089258954578
MT_MT01129,Il-Kalkara,14.532066843562308,35.887889925823025
MT_MT01133,Ħal Luqa,14.486534022716334,35.858992626013965
MT_MT01134,Il-Marsa,14.49624930841963,35.87959433693757
MT_MT01145,Paola,14.512687899598486,35.87198247359895
MT_MT01157,Santa Luċija,14.505400848842678,35.86184388451513
MT_MT01162,Ħal Tarxien,14.512711531274933,35.86982607463148
MT_MT01165,Ix-Xgħajra,14.544630039056976,35.88614349195201
MT_MT01206,Ħal Qormi,14.471663878512462,35.88328801488097
MT_MT01214,Birkirkara,14.463420087803858,35.89854858266346
MT_MT01221,Il-Gżira,14.493620600969901,35.90610256304142
MT_MT01227,Il-Ħamrun,14.487324783423068,35.88821428077485
MT_MT01241,L-Imsida,14.483797459398003,35.895248193687365
MT_MT01246,Pembroke,14.481719040290146,35.92676905688696
MT_MT01247,Tal-Pieta',14.495072321378847,35.891889366554025
MT_MT01252,San Ġiljan,14.491153562206582,35.911932944998554
MT_MT01253,San Ġwann,14.474362481872491,35.906158458023164
MT_MT01258,Santa Venera,14.478783064681398,35.88670374929535
MT_MT01259,Tas-Sliema,14.497807156141501,35.909101866731646
MT_MT01260,Is-Swieqi,14.474403846968267,35.918282094882066
MT_MT01261,Ta' Xbiex,14.495499067404525,35.89876193198008
MT_MT01310,Iż-Żejtun,14.520558547580428,35.866203110807405
MT_MT01315,Birżebbuġa,14.525654935517935,35.825928249939786
MT_MT01320,Il-Gudja,14.5067564404948,35.85783498316517
MT_MT01326,Ħal Għaxaq,14.518491416137008,35.85251678058827
MT_MT01331,Ħal Kirkop,14.483934436723775,35.83882922108317
MT_MT01335,Marsaskala,14.566729188442656,35.86069137454176
MT_MT01336,Marsaxlokk,14.533703050139312,35.84764394098908
MT_MT01340,L-Imqabba,14.46923289713842,35.84192703849808
MT_MT01349,Il-Qrendi,14.464524480908977,35.83112307894226
MT_MT01351,Ħal Safi,14.482367101668943,35.83147709940553
MT_MT01367,Iż-Żurrieq,14.476135905391715,35.832505851280175
MT_MT01402,L-Imdina,14.400425695299859,35.887600187014485
MT_MT01407,Ħaż-Żebbuġ,14.441272752049457,35.873541207482596
MT_MT01409,Is-Siġġiewi,14.43803052227356,35.85664972727207
MT_MT01412,Ħ'Attard,14.440202975701897,35.89720158017441
MT_MT01413,Ħal Balzan,14.452898889947745,35.89882180596785
MT_MT01416,Ħad-Dingli,14.38209981240332,35.859021212604326
MT_MT01428,L-Iklin,14.459474305902535,35.904449871794334
MT_MT01432,Ħal Lija,14.44418982571325,35.90122806706515
MT_MT01450,Ir-Rabat,14.396337218781822,35.88396001456432
MT_MT01468,L-Imtarfa,14.39583918662774,35.88662145907652
MT_MT01524,Ħal Għargħur,14.454750748749913,35.9235645842747
MT_MT01537,Il-Mellieħa,14.365391313920798,35.95827015206236
MT_MT01538,L-Imġarr,14.369735208342316,35.92063954042973
MT_MT01539,Il-Mosta,14.432619178127721,35.90919748699482
MT_MT01544,In-Naxxar,14.439471106949302,35.9122615424923
MT_MT01555,San Pawl Il-Baħar,14.411043151816235,35.948571483042066
MT_MT02611,"Ir-Rabat, Għawdex",14.240919069987433,36.04007624196608
MT_MT02619,Il-Fontana,14.238749610775049,36.037260344413916
MT_MT02622,Għajnsielem and Comino,14.289198381665283,36.03139575730997
MT_MT02623,L-Għarb,14.206637391288696,36.059021801663064
MT_MT02625,L-Għasri,14.22758201106772,36.060124392762326
MT_MT02630,Ta' Kerċem,14.221617355367831,36.0455861521647
MT_MT02642,Il-Munxar,14.233951142919995,36.03220182559692
MT_MT02643,In-Nadur,14.292961072372862,36.03945078119725
MT_MT02648,Il-Qala,14.298940635850547,36.03355959606233
MT_MT02654,San Lawrenz,14.205822678170325,36.05790092640365
MT_MT02656,Ta' Sannat,14.246362880861053,36.02698402025029
MT_MT02663,Ix-Xagħra,14.260790058737452,36.04582800714633
MT_MT02664,Ix-Xewkija,14.243969895285776,36.03395899408533
MT_MT02666,Iż-Żebbuġ,14.24411548877562,36.051446863407214
