gisco_id,lau_name,longitude,latitude
NL_GM0003,Appingedam,6.861699839312826,53.31877748572583
NL_GM0005,Bedum,6.597789340624404,53.26237143447827
NL_GM0009,Ten Boer,6.689760382463604,53.27480805298266
NL_GM0010,Delfzijl,6.909481248419907,53.32813430333749
NL_GM0014,Groningen,6.564816159606058,53.221456900528025
NL_GM0015,Grootegast,6.286410476249101,53.21326892120799
NL_GM0017,Haren,6.607105328668256,53.17622874327612
NL_GM0022,Leek,6.372918088455305,53.15996909335247
NL_GM0024,Loppersum,6.707196905894507,53.338486499581535
NL_GM0025,Marum,6.266626095735342,53.1406752397917
NL_GM0034,Almere,5.241221393868803,52.37649212144939
NL_GM0037,Stadskanaal,6.972155716767284,52.98155793017092
NL_GM0047,Veendam,6.868601607426208,53.10169649055683
NL_GM0050,Zeewolde,5.5209214009761105,52.335733881380406
NL_GM0053,Winsum,6.521500904400796,53.33116478229462
NL_GM0056,Zuidhorn,6.389127576868533,53.253702501016456
NL_GM0058,Dongeradeel,6.005382894313579,53.33241413177952
NL_GM0059,Achtkarspelen,6.135119498275106,53.20829601944698
NL_GM0060,Ameland,5.713046978568241,53.44407678660394
NL_GM0072,Harlingen,5.432682824521486,53.17117453105522
NL_GM0074,Heerenveen,5.924723854583076,52.962483053649294
NL_GM0079,Kollumerland en Nieuwkruisland,6.120129281595483,53.270996057781076
NL_GM0080,Leeuwarden,5.804569439388304,53.20099921989404
NL_GM0085,Ooststellingwerf,6.299596135141413,52.99143173977312
NL_GM0086,Opsterland,6.114306502571771,53.04787682798837
NL_GM0088,Schiermonnikoog,6.164767149098027,53.48071059133397
NL_GM0090,Smallingerland,6.090800781428587,53.10731638951349
NL_GM0093,Terschelling,5.241195793385772,53.37117612040765
NL_GM0096,Vlieland,5.069166449938972,53.29708525583255
NL_GM0098,Weststellingwerf,6.014266291804904,52.87454391932413
NL_GM0106,Assen,6.559191050176746,53.00586509812841
NL_GM0109,Coevorden,6.748095124107416,52.69453343390889
NL_GM0114,Emmen,6.922956650803591,52.76279729292573
NL_GM0118,Hoogeveen,6.482182014307912,52.71903835517784
NL_GM0119,Meppel,6.193612153649388,52.69629251046449
NL_GM0141,Almelo,6.658171437612775,52.35516907701491
NL_GM0147,Borne,6.751009200247791,52.300216592921025
NL_GM0148,Dalfsen,6.274212837120836,52.52773049789947
NL_GM0150,Deventer,6.178973111501606,52.26031392936768
NL_GM0153,Enschede,6.891594647547169,52.214753456766985
NL_GM0158,Haaksbergen,6.736717997123175,52.16106317945299
NL_GM0160,Hardenberg,6.577259289552766,52.58438978125039
NL_GM0163,Hellendoorn,6.469985090042747,52.368174030974274
NL_GM0164,Hengelo,6.801607496923977,52.27322153036203
NL_GM0166,Kampen,5.915057778607043,52.55568831781178
NL_GM0168,Losser,6.998431564341614,52.26261961825023
NL_GM0171,Noordoostpolder,5.755783733539889,52.7104350333541
NL_GM0173,Oldenzaal,6.920765832470995,52.31623183215993
NL_GM0175,Ommen,6.428400200328929,52.52269562911403
NL_GM0177,Raalte,6.272546697985379,52.39122328127831
NL_GM0180,Staphorst,6.188348072419683,52.65027321897332
NL_GM0183,Tubbergen,6.775581807406065,52.403699156125334
NL_GM0184,Urk,5.6139983667317965,52.664076290578095
NL_GM0189,Wierden,6.584665235343531,52.34244548417977
NL_GM0193,Zwolle,6.09380909504036,52.51225174823065
NL_GM0197,Aalten,6.553861075855471,51.90576512666689
NL_GM0200,Apeldoorn,5.9758657578395304,52.20770139066892
NL_GM0202,Arnhem,5.9118353753344195,51.97441682133641
NL_GM0203,Barneveld,5.590650579485124,52.14830909465579
NL_GM0209,Beuningen,5.765763443740963,51.85710846212708
NL_GM0213,Brummen,6.129288860921327,52.109528681203535
NL_GM0214,Buren,5.366895054669936,51.95193285358544
NL_GM0216,Culemborg,5.227999557950082,51.95279848095989
NL_GM0221,Doesburg,6.137178877252277,52.00746209794798
NL_GM0222,Doetinchem,6.285701838627021,51.96041042155213
NL_GM0225,Druten,5.603430976749802,51.884449685419426
NL_GM0226,Duiven,6.018120434340155,51.943459094562506
NL_GM0228,Ede,5.652827946066852,52.035220909732786
NL_GM0230,Elburg,5.856759185577859,52.4387083871026
NL_GM0232,Epe,5.975718250014693,52.31896528667905
