gisco_id,lau_name,longitude,latitude
NO_0101,NA,11.38837069544209,59.12953593335804
NO_0104,NA,10.663932801435832,59.4373997229074
NO_0105,NA,11.107976032810969,59.279334610133525
NO_0106,NA,10.954975583313665,59.225525641186046
NO_0111,NA,10.893270987177317,59.09813439263802
NO_0118,NA,11.700246879018273,59.2203240692919
NO_0119,NA,11.661462172220105,59.47752091603422
NO_0121,NA,11.80971929259965,59.745190300837855
NO_0122,NA,11.310386218689,59.638138522819744
NO_0123,NA,11.072613648076928,59.61578198847482
NO_0124,NA,11.170914639460962,59.5870225439529
NO_0125,NA,11.330111042716313,59.557686407273486
NO_0127,NA,11.15933194012906,59.471841105197825
NO_0128,NA,11.344782537987133,59.42743909763138
NO_0135,NA,10.818694841533086,59.32557773135566
NO_0136,NA,10.685473801674778,59.416239389897854
NO_0137,NA,10.834334670062608,59.471704380095275
NO_0138,NA,11.000228706041847,59.643615399598026
NO_0211,NA,10.713104437977188,59.558619556678146
NO_0213,NA,10.833128849867983,59.74012287265161
NO_0214,NA,10.80055285014989,59.70351244469197
NO_0215,NA,10.64364100141437,59.66618797493683
NO_0216,NA,10.661618302961013,59.838413568349246
NO_0217,NA,10.805780458427737,59.80060975257628
NO_0219,NA,10.564477318492271,59.92017506408944
NO_0220,NA,10.458062983599726,59.837023428581226
NO_0221,NA,11.49651082022971,59.88151423895651
NO_0226,NA,11.1861688596043,60.003641234207784
NO_0227,NA,11.144963476262829,59.93000977632678
NO_0228,NA,11.041578390788555,59.93953295633499
NO_0229,NA,11.099747931942865,59.791946693364686
NO_0230,NA,10.962222585190988,59.93089932958664
NO_0231,NA,11.018982186208927,59.96222490141393
NO_0233,NA,10.907706489321466,60.01172925409045
NO_0234,NA,11.033705236129963,60.054785524983416
NO_0235,NA,11.176641714891266,60.12860869505897
NO_0236,NA,11.413715826648552,60.10661741198503
NO_0237,NA,11.198421243438121,60.286393708177656
NO_0238,NA,11.027975686361843,60.22756368787357
NO_0239,NA,11.047203076802756,60.430165997081446
NO_0301,NA,10.773425854922495,59.92320161611862
NO_0402,NA,12.006071768365429,60.19108566433059
NO_0403,NA,11.06916152591275,60.80403694935898
NO_0412,NA,10.894107536542688,60.89645146589532
NO_0415,NA,11.342511801128111,60.818264772862655
NO_0417,NA,11.1409985025073,60.764768367903194
NO_0418,NA,11.576012203751695,60.41385289933177
NO_0419,NA,11.693563937841384,60.243273373880484
NO_0420,NA,12.142460921755461,59.97651030007247
NO_0423,NA,12.076548469606603,60.45348224946325
NO_0425,NA,12.023430058761669,60.61679528087413
NO_0426,NA,11.833670474815515,60.68279531836515
NO_0427,NA,11.570161833055199,60.8813723608686
NO_0428,NA,12.264468337535941,61.311666723581226
NO_0429,NA,11.368834757280114,61.136440453011076
NO_0430,NA,11.040778530631513,61.5710298972083
NO_0432,NA,11.15094174956033,61.79864575794608
NO_0434,NA,11.99488575402615,61.827640078761654
NO_0436,NA,10.988088180027521,62.40725990642265
NO_0437,NA,10.7738272050493,62.26898714702237
NO_0438,NA,10.626377337208691,62.11501646500071
NO_0439,NA,9.996459199551667,62.137763336304445
NO_0441,NA,11.214345781344647,62.49778052381751
NO_0501,NA,10.466764299928426,61.11713600892368
NO_0502,NA,10.674030936820008,60.79301187916859
NO_0511,NA,9.146931491398934,62.06768392777913
NO_0512,NA,8.771729473078281,62.13757445623063
NO_0513,NA,8.274464592231991,61.88224749618411
NO_0514,NA,8.581198738495825,61.83697069455076
NO_0515,NA,9.114133969529059,61.869629911045585
NO_0516,NA,9.732944825267937,61.60577486115811
NO_0517,NA,9.503710476706958,61.77402146429722
NO_0519,NA,9.925871530810573,61.55883311351152
NO_0520,NA,10.160605626252853,61.501876740372225
NO_0521,NA,10.39821763455578,61.267505232546135
NO_0522,NA,10.221709882997509,61.21956927908199
NO_0528,NA,10.840736610007056,60.68043785139278
NO_0529,NA,10.621264925180009,60.71360412237911
NO_0532,NA,10.390617744245453,60.23957989851426
NO_0533,NA,10.652938651379891,60.256450552705715
NO_0534,NA,10.543153261187108,60.39245790926242
NO_0536,NA,10.333527407139085,60.706755374643734
NO_0538,NA,10.076409747951516,60.8401638525375
NO_0540,NA,9.585139795338142,60.791433493779905
NO_0541,NA,9.642942788389098,60.90314198588046
NO_0542,NA,9.276650487291292,60.97504880187481
NO_0543,NA,8.997809490904812,61.07747814656945
NO_0544,NA,9.058640342124571,61.14500817779927
NO_0545,NA,8.6454593343734,61.13914429429111
NO_0602,NA,10.191279594611439,59.73590774861802
NO_0604,NA,9.65930708797423,59.661199760910044
NO_0605,NA,10.249425780800305,60.17349884758007
NO_0612,NA,10.278851259407485,60.07372646153639
NO_0615,NA,9.487291429687442,60.420605914300474
NO_0616,NA,9.109782602858692,60.57159099309715
NO_0617,NA,8.940571301700423,60.701590015330765
NO_0618,NA,8.56755133328517,60.859076950422974
NO_0619,NA,8.56344155070259,60.63206845158621
NO_0620,NA,8.228803147045609,60.54728097756061
NO_0621,NA,9.586713823956782,60.073696707004615
NO_0622,NA,9.713784360082531,60.15078684166454
NO_0623,NA,9.962588996499244,59.9365365444761
NO_0624,NA,9.892869885416856,59.76185730230282
NO_0625,NA,10.034721129520504,59.75662664849279
NO_0626,NA,10.248082210933038,59.77036458010182
NO_0627,NA,10.44376653295994,59.75617624594449
NO_0628,NA,10.524702218093797,59.63247379216707
NO_0631,NA,9.566153253355637,59.827372187864604
NO_0632,NA,9.186157287192843,60.02771418897596
NO_0633,NA,8.90023703618299,60.2697671449127
NO_0701,NA,10.46682676995241,59.40823999478443
