gisco_id
CH_CH5391
DE_03158502
DE_03158503
DE_03452501
DE_03457501
DE_08317971
DE_09772444
DK_411
EL_03030302
EL_14010106
EL_18010609
EL_26010605
EL_26030708
ES_09155
FR_04107
FR_29083
FR_29084
FR_55039
FR_55239
FR_55307
FR_97101
FR_97102
FR_97103
FR_97104
FR_97105
FR_97106
FR_97107
FR_97108
FR_97109
FR_97110
FR_97111
FR_97112
FR_97113
FR_97114
FR_97115
FR_97116
FR_97117
FR_97118
FR_97119
FR_97120
FR_97121
FR_97122
FR_97124
FR_97125
FR_97126
FR_97128
FR_97129
FR_97130
FR_97131
FR_97132
FR_97133
FR_97134
FR_97201
FR_97202
FR_97203
FR_97204
FR_97205
FR_97206
FR_97207
FR_97208
FR_97209
FR_97210
FR_97211
FR_97212
FR_97213
FR_97214
FR_97215
FR_97216
FR_97217
FR_97218
FR_97219
FR_97220
FR_97221
FR_97222
FR_97223
FR_97224
FR_97225
FR_97226
FR_97227
FR_97228
FR_97229
FR_97230
FR_97231
FR_97232
FR_97233
FR_97234
FR_97301
FR_97302
FR_97303
FR_97304
FR_97305
FR_97306
FR_97307
FR_97308
FR_97309
FR_97310
FR_97311
FR_97312
FR_97313
FR_97314
FR_97352
FR_97353
FR_97356
FR_97357
FR_97358
FR_97360
FR_97361
FR_97362
FR_97401
FR_97402
FR_97403
FR_97404
FR_97405
FR_97406
FR_97407
FR_97408
FR_97409
FR_97410
FR_97411
FR_97412
FR_97413
FR_97414
FR_97415
FR_97416
FR_97417
FR_97418
FR_97419
FR_97420
FR_97421
FR_97422
FR_97423
FR_97424
FR_97601
FR_97602
FR_97603
FR_97604
FR_97605
FR_97606
FR_97607
FR_97608
FR_97609
FR_97610
FR_97611
FR_97612
FR_97613
FR_97614
FR_97615
FR_97616
FR_97617
FR_97801
