gisco_id,lau_name,longitude,latitude
LV_0010000,Rīga,24.13590643810229,56.95308953016327
LV_0050000,Daugavpils,26.540530840313494,55.883155410415874
LV_0090000,Jelgava,23.71896387524372,56.652935026711006
LV_0110000,Jēkabpils,25.867162792172486,56.496164906858006
LV_0130000,Jūrmala,23.633651225467965,56.959101236184885
LV_0170000,Liepāja,21.013629716660773,56.51136503296638
LV_0210000,Rēzekne,27.342028737022343,56.516168413870744
LV_0250000,Valmiera,25.419444455596185,57.53622528881399
LV_0270000,Ventspils,21.576286321122044,57.39323431961496
LV_0320200,Aizkraukles novads,25.257400837998198,56.60201446030293
LV_0321000,Jaunjelgavas novads,25.146985794886934,56.591958540972634
LV_0321400,Pļaviņu novads,25.733764297008154,56.619154586782834
LV_0326100,Kokneses novads,25.439746786198878,56.65773631139834
LV_0327100,Neretas novads,25.262842837604023,56.22291190276308
LV_0328200,Skrīveru novads,25.112683589495443,56.640306499733484
LV_0360200,Alūksnes novads,27.05073618514055,57.42085897250381
LV_0360800,Apes novads,26.5992313265896,57.5124870681534
LV_0380200,Balvu novads,27.269495802896223,57.12727653577274
LV_0381600,Viļakas novads,27.65402636921018,57.19326899920829
LV_0384400,Baltinavas novads,27.646060954945234,56.943460323778176
LV_0387500,Rugāju novads,27.126721572392942,56.98434741560419
LV_0400200,Bauskas novads,24.196034491062992,56.40491176790507
LV_0406400,Iecavas novads,24.199840259830864,56.59716481473477
LV_0407700,Rundāles novads,24.12533988154145,56.38910748026039
LV_0409500,Vecumnieku novads,24.524526520925846,56.55612285000045
LV_0420200,Cēsu novads,25.276033461407597,57.311093457266054
LV_0421200,Līgatnes novads,25.043455894473745,57.2062810387379
LV_0424701,Amatas novads,25.252003977649952,57.22539055651311
LV_0425700,Jaunpiebalgas novads,26.015865468684357,57.173715651866644
LV_0427300,Priekuļu novads,25.351456111759298,57.338565508459645
LV_0427500,Pārgaujas novads,25.079088176542125,57.33007666323148
LV_0427700,Raunas novads,25.609466027421576,57.333108575025456
LV_0429300,Vecpiebalgas novads,25.747717824052355,57.105225757854605
LV_0440200,Daugavpils novads,26.537342572450545,55.90956665047972
LV_0440801,Ilūkstes novads,26.25297252760086,55.98103874644423
LV_0460200,Dobeles novads,23.28138026713563,56.62266906327959
LV_0460800,Auces novads,22.928635114890124,56.46718624679393
LV_0468900,Tērvetes novads,23.33472241802685,56.45969526628968
LV_0500200,Gulbenes novads,26.749096196327308,57.16925014112269
LV_0540200,Jelgavas novads,23.665429963728613,56.62026470110505
LV_0546701,Ozolnieku novads,23.800156337399663,56.67813799112287
LV_0560200,Jēkabpils novads,25.9338579749991,56.46833087396404
LV_0560800,Aknīstes novads,25.769797176877955,56.14718920608159
LV_0561800,Viesītes novads,25.55410598604674,56.33544601608788
LV_0566900,Krustpils novads,25.906605881915453,56.50678692067829
LV_0568700,Salas novads,25.75145319448703,56.540699160031444
LV_0600202,Krāslavas novads,27.18218120085984,55.89608336624781
LV_0601000,Dagdas novads,27.544919018792637,56.100570501558146
LV_0604300,Aglonas novads,27.037936156592266,56.1212694690926
LV_0620200,Kuldīgas novads,21.962927758698154,56.967132991802714
LV_0621200,Skrundas novads,22.01132735447639,56.66911178720384
LV_0624200,Alsungas novads,21.56750242940242,56.97757687201625
LV_0640600,Aizputes novads,21.60401267492687,56.71818573135514
LV_0640801,Durbes novads,21.354543144711293,56.59457965673031
LV_0641000,Grobiņas novads,21.163749528144024,56.53547045996834
LV_0641401,Pāvilostas novads,21.194829531331113,56.83123168462115
LV_0641600,Priekules novads,21.581447725438046,56.44351496716906
LV_0647900,Nīcas novads,21.02076226489597,56.476744088298126
LV_0648500,Rucavas novads,21.211716606214804,56.16254341979644
LV_0649300,Vaiņodes novads,21.854434404140427,56.42347966859187
LV_0660200,Limbažu novads,24.705984072623377,57.50583836604718
LV_0661000,Alojas novads,24.852102980228906,57.77331342878456
LV_0661400,Salacgrīvas novads,24.370493716205644,57.745915921470434
LV_0680200,Ludzas novads,27.716583128577234,56.540586664716635
LV_0681000,Kārsavas novads,27.684030121647222,56.77972577752075
LV_0681801,Zilupes novads,28.11941172628404,56.379305684053946
LV_0684901,Ciblas novads,27.73653560559032,56.55731515689673
LV_0700200,Madonas novads,26.215850164254043,56.845837876207156
LV_0700800,Cesvaines novads,26.30565744251001,56.970336682735734
LV_0701400,Lubānas novads,26.714821869377225,56.9026136100632
LV_0701800,Varakļānu novads,26.747010481352692,56.61231079424317
LV_0705500,Ērgļu novads,25.636890899906376,56.896131050061584
LV_0740202,Ogres novads,24.611737571191664,56.81930722074131
LV_0740600,Ikšķiles novads,24.578765108028797,56.82737917374112
LV_0741001,Ķeguma novads,24.742156022472273,56.74453293125224
LV_0741401,Lielvārdes novads,24.82818422643401,56.722001421239256
LV_0760202,Preiļu novads,26.725043262351868,56.29436859078986
LV_0761201,Līvānu novads,26.180708959998142,56.35135391158006
LV_0766300,Riebiņu novads,26.7330514990279,56.301068769911566
LV_0769101,Vārkavas novads,26.507707933265387,56.22539657986604
LV_0780200,Rēzeknes novads,27.31596971938545,56.50865253984503
LV_0781800,Viļānu novads,26.91118826457081,56.553090864429834
LV_0800600,Baldones novads,24.3857782029639,56.74194747810163
LV_0800800,Ķekavas novads,24.18171918755774,56.87850985146113
LV_0801000,Olaines novads,23.942874216481428,56.78886671839861
LV_0801200,Salaspils novads,24.33392859588694,56.85714287212835
LV_0801400,Saulkrastu novads,24.419006998600686,57.274819240080966
LV_0801601,Siguldas novads,24.865565277479373,57.15222327661011
LV_0801800,Inčukalna novads,24.585220126835555,57.09846436468556
LV_0804400,Ādažu novads,24.336833355837637,57.07889422576056
LV_0804900,Babītes novads,23.993750271245272,56.96341518814351
LV_0805200,Carnikavas novads,24.261989792118257,57.12157420231746
LV_0806000,Garkalnes novads,24.351568869373256,57.01657345558925
LV_0806900,Krimuldas novads,24.72697674813685,57.183182768816636
LV_0807400,Mālpils novads,24.950135984898186,57.00779306385273
LV_0807600,Mārupes novads,24.066639067241884,56.901030623264376
LV_0808400,Ropažu novads,24.46257065806977,56.961269983898696
LV_0809200,Sējas novads,24.590291250686406,57.20847520649637
LV_0809600,Stopiņu novads,24.251133769611627,56.93979860247535
LV_0840200,Saldus novads,22.4762129272658,56.65766772053485
LV_0840601,Brocēnu novads,22.566484206069347,56.679219037146794
LV_0880200,Talsu novads,22.585585468948153,57.24219765259426
LV_0885100,Dundagas novads,22.391951736599502,57.55012746942732
LV_0887600,Mērsraga novads,23.11412540364145,57.33886759446584
LV_0888301,Rojas novads,22.799040470335328,57.50052384614835
LV_0900200,Tukuma novads,23.16173387008996,56.96628561750448
LV_0901201,Kandavas novads,22.770223107396756,57.03166057688491
LV_0905100,Engures novads,23.219715598288452,56.975394462369444
LV_0905700,Jaunpils novads,23.00543773080312,56.732615372296664
LV_0940200,Valkas novads,26.023653159596332,57.776312636189616
LV_0941600,Smiltenes novads,25.91477274437306,57.42093509898825
LV_0941800,Strenču novads,25.726000713795564,57.642446698167625
LV_0960200,Kocēnu novads,25.358575809843845,57.53070155586193
LV_0961000,Mazsalacas novads,25.05634017103081,57.865760274019294
LV_0961600,Rūjienas novads,25.336263760302668,57.89670766604651
LV_0964700,Beverīnas novads,25.57829407486033,57.55655963661347
LV_0967101,Burtnieku novads,25.418047541407386,57.55514129977123
LV_0967300,Naukšēnu novads,25.388712987169573,57.890158274489266
LV_0980200,Ventspils novads,21.76094563558167,57.28796032250601
